Weight_in_gms,shipping_cost,profit,profit_minus_discount,Discount_offered,is_important,cust_frequency
0.3223646544887539,0.1080089147826983,1.0566311421722892,0.1620573225268891,-0.2704662015713109,0,0
-1.2069289827397651,-0.5622383825061532,-1.0037832644999214,-0.5097468227405622,0.7824198317310029,0,0
0.5108490243432493,-0.4272124261068417,0.2241404728097793,0.2289488871156372,-0.2704662015713109,0,0
0.6173304540662434,-0.4188424523222033,-1.1078445981702356,0.6701291608350634,-0.7040075094016754,0,1
0.0041442897993461,1.982955197488136,1.2855660762469792,-1.0968723282899846,0.658550886636613,0,0
0.1552989630268148,0.0587631638515279,0.9109452750338496,-1.3708236905375395,0.9682232493725876,0,0
-0.7308223601852283,-0.5248140169633444,0.744447141161348,-2.5803447993286333,2.0211092826749013,0,2
-0.3269272819255953,-0.4930658405388536,0.2241404728097793,-0.0398335815046057,-0.0227283113825312,0,0
-1.3948013903544734,-0.5770060948733027,-1.586526733053678,-0.8071102325941797,1.525633502297342,0,0
1.3382219725357094,-0.3621767677342485,-1.1910936651064865,0.3426645469165093,-0.2704662015713109,0,2
-1.0196685373648444,-0.5475187734366165,0.3490140732141562,0.702054680297875,-0.7040075094016754,0,2
0.8333531247111683,-0.4018619882648619,0.8276962080975983,0.1804525027887948,-0.2704662015713109,0,0
-0.5851753471158455,-0.5133654321314826,-0.0256067279989734,0.3761103292108834,-0.3943351466657008,0,1
0.9716565909031032,-0.3909906430043545,0.6195735407569712,0.5620384735109724,-0.5801385643072856,0,0
-1.5349407432657702,-0.4394667411737191,1.0982556756404138,0.238678569237637,-0.3324006741185059,0,2
-0.1861759667745111,-0.4820020820878947,0.6820103409591596,0.1182737529778901,-0.2085317290241159,0,0
0.3070655984940708,2.3401221822636566,-0.4418520626802281,0.5123258789188799,-0.5182040917600906,0,0
-1.172047135071888,-0.55949649454222,0.3906386066822813,0.354826649569009,-0.3943351466657008,0,2
-0.7712118680111916,1.0687520263556405,0.8276962080975983,0.6365313522575329,-0.6420730368544805,0,0
-1.606540325320887,-0.5936498358473539,-0.7956605971592944,-1.3626142712471023,1.7114369199389268,0,0
-0.9413373706720672,0.8681612753099942,0.9317575417679124,-1.9213108618463064,1.401764557202952,0,1
-0.5790557247179723,-0.512884399155354,1.0150066087041636,-2.512084998191479,1.8353058650333165,0,0
0.2685119773874695,-0.4462613319615361,0.9525698085019751,0.2482562250764805,-0.3324006741185059,0,0
1.3314903878980489,-0.3627059040079901,-1.3784040657130503,0.6204165662429709,-0.6420730368544805,0,2
0.4386374800483452,-0.4328886152251597,-0.0256067279989734,0.6302982746481269,-0.6420730368544805,0,0
