Customer_care_calls,Discount_offered,Weight_in_gms,profit,profit_minus_discount,shipping_cost,is_expensive,is_important,cust_frequency,Warehouse_block:B,Warehouse_block:C,Warehouse_block:D,Warehouse_block:F,Mode_of_Shipment:Road,Mode_of_Shipment:Ship,Gender,arrived_late
-0.04312065596147426,-0.2704662015713109,0.3223646544887539,1.0566311421722892,0.16205732252688912,0.10800891478269836,1,0,0,0,0,1,0,1,0,0,0
-0.9214045721767753,0.7824198317310029,-1.2069289827397653,-1.0037832644999214,-0.5097468227405622,-0.5622383825061532,0,0,0,0,0,0,1,0,1,0,1
-0.9214045721767753,-0.2704662015713109,0.5108490243432493,0.2241404728097793,0.22894888711563724,-0.42721242610684174,0,0,0,1,0,0,0,0,1,1,0
-0.9214045721767753,-0.7040075094016754,0.6173304540662434,-1.1078445981702356,0.6701291608350634,-0.4188424523222033,0,0,1,0,0,1,0,0,1,0,0
-1.7996884883920763,0.658550886636613,0.004144289799346174,1.2855660762469792,-1.0968723282899846,1.9829551974881356,1,0,0,0,0,0,0,0,0,1,1
-0.04312065596147426,0.9682232493725876,0.15529896302681487,0.9109452750338496,-1.3708236905375397,0.05876316385152798,1,0,0,1,0,0,0,1,0,1,1
-1.7996884883920763,2.0211092826749013,-0.7308223601852283,0.744447141161348,-2.5803447993286333,-0.5248140169633444,0,0,2,0,0,0,1,0,1,1,1
-0.04312065596147426,-0.02272831138253121,-0.32692728192559534,0.2241404728097793,-0.03983358150460577,-0.4930658405388536,0,0,0,0,0,1,0,0,1,0,1
-1.7996884883920763,1.525633502297342,-1.3948013903544734,-1.586526733053678,-0.8071102325941797,-0.5770060948733027,0,0,0,0,0,0,1,0,1,1,1
-0.04312065596147426,-0.2704662015713109,1.3382219725357094,-1.1910936651064863,0.3426645469165093,-0.3621767677342485,0,0,2,0,0,0,1,0,1,1,0
0.8351632602538268,-0.7040075094016754,-1.0196685373648444,0.3490140732141562,0.702054680297875,-0.5475187734366165,0,0,2,0,1,0,0,0,1,1,0
-0.9214045721767753,-0.2704662015713109,0.8333531247111683,0.8276962080975983,0.1804525027887948,-0.40186198826486197,0,0,0,1,0,0,0,0,1,1,0
0.8351632602538268,-0.3943351466657008,-0.5851753471158455,-0.025606727998973424,0.3761103292108834,-0.5133654321314826,0,0,1,0,0,1,0,0,1,0,1
1.7134471764691277,-0.5801385643072856,0.9716565909031032,0.6195735407569712,0.5620384735109724,-0.39099064300435454,0,0,0,0,0,0,1,0,1,1,1
-0.04312065596147426,-0.3324006741185059,-1.5349407432657702,1.0982556756404138,0.23867856923763706,-0.4394667411737191,1,0,2,0,0,0,1,1,0,1,1
-0.04312065596147426,-0.20853172902411599,-0.18617596677451115,0.6820103409591596,0.11827375297789015,-0.48200208208789475,0,0,0,0,0,0,0,0,1,1,1
-0.04312065596147426,-0.5182040917600906,0.30706559849407083,-0.44185206268022814,0.5123258789188799,2.3401221822636566,0,0,0,0,0,0,1,0,0,1,0
-0.04312065596147426,-0.3943351466657008,-1.172047135071888,0.3906386066822813,0.354826649569009,-0.55949649454222,0,0,2,0,0,0,0,0,1,0,1
-0.9214045721767753,-0.6420730368544805,-0.7712118680111916,0.8276962080975983,0.6365313522575329,1.0687520263556405,0,0,0,0,0,1,0,0,0,0,1
1.7134471764691277,1.7114369199389268,-1.606540325320887,-0.7956605971592944,-1.3626142712471025,-0.5936498358473539,0,0,0,0,0,0,1,0,1,1,1
-1.7996884883920763,1.401764557202952,-0.9413373706720672,0.9317575417679124,-1.9213108618463066,0.8681612753099942,1,0,1,0,1,0,0,0,0,0,1
0.8351632602538268,1.8353058650333165,-0.5790557247179723,1.0150066087041636,-2.512084998191479,-0.512884399155354,1,0,0,0,0,0,1,0,1,0,1
-0.9214045721767753,-0.3324006741185059,0.2685119773874695,0.9525698085019751,0.24825622507648054,-0.44626133196153617,1,0,0,0,0,0,0,0,1,1,0
-0.04312065596147426,-0.6420730368544805,1.3314903878980489,-1.3784040657130505,0.6204165662429709,-0.3627059040079901,0,0,2,0,0,0,0,0,1,0,1
0.8351632602538268,-0.6420730368544805,0.43863748004834524,-0.025606727998973424,0.6302982746481269,-0.43288861522515976,0,0,0,0,0,1,0,0,1,0,0
-0.9214045721767753,-0.3324006741185059,0.3970240477428073,-0.9413464642977336,0.37276575098144604,-0.43615963946283465,0,0,0,0,0,0,1,0,1,0,1
0.8351632602538268,1.2778956121085623,-0.4107661087764585,1.1190679423744767,-1.8497064824797151,-0.4996559923118161,1,0,2,1,0,0,0,0,1,0,1
-0.04312065596147426,2.7643229532412406,0.19079277293447958,-0.5875379298186668,-2.4173726237851376,-0.45237045075837,0,0,0,0,0,1,0,0,1,1,1
0.8351632602538268,-0.3943351466657008,1.0463159841571565,-1.420028599181176,0.44741065601116287,3.2117539350087667,0,1,0,0,0,0,1,0,0,1,0
-0.9214045721767753,-0.7659419819488704,0.30706559849407083,-0.12966806166928696,0.7535915902878424,0.10349923063149222,0,0,0,0,0,0,0,1,0,1,0
0.8351632602538268,-0.4562696192128957,1.2751898618376152,0.9317575417679124,0.4046912704442577,-0.36713140738837363,1,0,0,0,0,0,1,0,1,0,0
0.8351632602538268,2.330781645410876,-0.030125595628743892,1.4520642101194805,-3.4453743504876733,1.9425484274933293,1,0,2,0,0,0,1,0,0,0,1
-0.04312065596147426,3.073995315977215,-0.09621751752577473,-0.44185206268022814,-2.8206983529986585,-0.4749308973388036,0,0,0,0,0,1,0,0,1,0,1
0.8351632602538268,1.9591748101277064,-0.28714973633941937,0.30738953974603056,-2.240566056474423,1.639497652532281,0,0,2,1,0,0,0,0,0,0,1
1.7134471764691277,1.1540266670141723,-0.6726859474054326,1.306378342981042,-1.767156210725873,-0.5202442036901223,1,0,1,0,0,0,1,0,1,0,1
2.591731092684429,-0.5182040917600906,-1.039863291277826,1.7018114109282334,0.4653497574235999,-0.5491061822578411,1,0,2,0,0,1,0,0,1,1,1
-0.9214045721767753,-0.3943351466657008,0.6956616207590207,-0.12966806166928696,0.38143124912135207,-0.41268523022775655,0,0,1,0,1,0,0,0,1,1,0
1.7134471764691277,-0.4562696192128957,-1.1659275126740147,-1.9195230007986817,0.5088292744062862,0.6033526219511736,0,0,0,0,0,1,0,0,0,0,1
-0.04312065596147426,-0.5801385643072856,0.6332414723007138,-1.0662200647021098,0.5743526024466283,-0.4175917665842688,0,0,2,0,1,0,0,0,1,1,1
0.8351632602538268,-0.2704662015713109,0.6350773590200758,0.6820103409591596,0.19215852659182572,-0.41744745669143013,0,0,0,1,0,0,0,0,1,1,1
-0.9214045721767753,-0.7040075094016754,0.734215241865622,0.3282018064800934,0.7015986014484062,-0.40965472247814605,0,1,0,1,0,0,0,0,1,1,1
-0.9214045721767753,1.401764557202952,-0.559472933044778,0.8276962080975983,-1.8719023198205267,-0.5113450936317422,0,0,2,0,0,1,0,0,1,0,1
-0.9214045721767753,1.8353058650333165,-1.2938276207895651,-0.670786996754918,-1.5392688122746605,-0.5690690507671801,0,1,0,1,0,0,0,0,1,1,1
-0.04312065596147426,-0.7659419819488704,0.6057031715102843,-0.8997219308296079,0.7254667279039368,2.692238320789827,0,0,0,0,0,0,1,0,0,0,1
-0.9214045721767753,-0.2704662015713109,-0.956024464426963,0.1617036726075914,0.2339657544597934,-0.2688202928920812,0,0,0,0,0,1,0,1,0,1,1
-0.9214045721767753,-0.3324006741185059,-1.3966372770738353,-1.5032776661174274,0.40970813778841386,-0.5771504047661413,0,0,2,0,0,1,0,0,1,0,1
0.8351632602538268,-0.3943351466657008,0.7574698069775403,-0.44185206268022814,0.3973940088527579,-0.40782679716885717,0,0,2,0,0,0,1,0,1,1,0
-0.9214045721767753,-0.14659725647692107,-1.1573600413169922,-1.5657144663196154,0.2906715580770732,0.6134543144498751,0,0,0,0,0,0,0,0,0,1,1
-0.9214045721767753,-0.2704662015713109,0.622226151984542,-0.6915992634889808,0.30252960816326036,-0.41845762594130037,0,1,0,0,0,0,1,0,1,1,0
-0.04312065596147426,-0.2704662015713109,0.8957732731694752,0.7652594078954109,0.18546937013295092,-0.3969554519083498,0,0,0,0,0,0,0,0,1,1,0
-0.9214045721767753,-0.3943351466657008,0.29972205161662296,0.7236348744272852,0.3377997058555095,-0.4438080637832801,0,0,0,0,0,1,0,0,1,0,0
0.8351632602538268,2.268847172863681,-1.3984731637931973,-1.274342732042737,-1.5081034242276299,-0.5772947146589799,0,0,2,0,1,0,0,0,1,0,1
0.8351632602538268,1.7733713924861216,-0.29755309441580385,0.36982633994821845,-2.070448645622584,-0.4907568822534361,0,0,0,1,0,0,0,0,1,1,1
-0.04312065596147426,-0.3943351466657008,1.2770257485569771,-0.6291624632867924,0.4069716646916014,0.38941320581795735,0,0,0,0,1,0,0,1,0,1,0
-0.9214045721767753,-0.5801385643072856,0.6044792470307097,-0.12966806166928696,0.5675114197045972,-0.4198526215720734,0,0,0,0,0,0,1,0,1,1,1
0.8351632602538268,1.9591748101277064,-0.6139375723858497,-0.4210397959461653,-1.7989297039055285,-0.5156262871192872,0,1,0,1,0,0,0,0,1,1,1
1.7134471764691277,-0.7040075094016754,-1.4939392732000196,1.389627409917292,0.7248586227713119,-0.42738078764848675,1,0,2,0,0,0,1,1,0,0,1
-0.9214045721767753,-0.2704662015713109,0.9190278382813934,1.2231292760447907,0.14867900960913935,-0.39512752659906086,1,0,0,0,0,0,1,0,1,1,1
-0.04312065596147426,-0.3943351466657008,-0.7063438705937354,0.8693207415657239,0.33035041798085335,1.1452362695600955,1,0,0,0,0,0,0,0,0,0,1
-0.04312065596147426,-0.7040075094016754,0.39824797222238195,0.49469994035259535,0.7052472322441562,-0.43606343286760885,0,0,0,1,0,0,0,0,1,1,0
0.8351632602538268,-0.2704662015713109,0.9759403265816144,-0.4210397959461653,0.2807898496719171,-0.39065391992106446,0,0,0,0,0,0,1,0,1,1,0
0.8351632602538268,-0.3324006741185059,-1.4162200687470297,1.2855660762469792,0.22636444030198108,-0.4044715921603599,1,0,2,0,0,0,0,1,0,1,0
0.8351632602538268,2.268847172863681,-0.7852869995263,0.3282018064800934,-2.596763637909508,-0.5290952104508894,0,0,0,0,0,0,1,0,1,1,1
0.8351632602538268,-0.3324006741185059,0.6840343382030616,-1.2327181985746118,0.391921062659133,2.7845966522065275,0,0,0,0,0,1,0,0,0,1,0
-0.04312065596147426,1.7114369199389268,0.147955416149367,-0.3794152624780397,-1.5906536959814714,-0.4557376815912706,0,0,0,0,1,0,0,0,1,0,1
-0.9214045721767753,-0.5182040917600906,1.41349332802955,-0.6915992634889808,0.5177988251125049,-0.35626006212786615,0,0,0,0,1,0,0,0,1,0,0
-0.9214045721767753,-0.08466278392972613,-1.0594460829510204,-0.670786996754918,0.1384932486376709,0.7289022287207507,0,1,0,0,0,1,0,0,0,1,1
2.591731092684429,-0.4562696192128957,-1.075969063425278,1.9723708784710487,0.3666846996551962,-0.5519442768170001,1,0,1,0,1,0,0,0,1,0,0
-0.04312065596147426,-0.7040075094016754,1.2868171443935743,-1.0245955312339843,0.6719534762329382,-0.3662174447337292,0,0,2,0,1,0,0,0,1,0,0
0.8351632602538268,-0.2704662015713109,-1.5147459893527886,0.9317575417679124,0.1720910572152013,-0.5864343412054243,1,0,2,0,1,0,0,0,1,1,1
0.8351632602538268,-0.5801385643072856,1.0597791534324776,0.1617036726075914,0.5653830517404098,-0.38406376814810195,0,0,0,1,0,0,0,0,1,1,1
0.8351632602538268,0.8443543042781978,-0.03808110474597908,-0.10885579493522415,-0.8662484567419592,-0.47036108406558147,0,0,0,1,0,0,0,0,1,1,1
0.8351632602538268,-0.6420730368544805,-1.1824504931482724,0.536324473820721,0.6344029842933456,-0.5603142506016386,0,0,2,1,0,0,0,0,1,0,0
-0.04312065596147426,-0.4562696192128957,0.47902698787430853,0.1617036726075914,0.4328161328281632,-0.4297137975827107,0,0,0,1,0,0,0,0,1,1,1
0.8351632602538268,-0.7040075094016754,1.3272066522195376,-0.5459133963505417,0.6824432897707192,0.4042049698339132,0,0,0,1,0,0,0,1,0,0,0
-0.9214045721767753,-0.3943351466657008,-1.058834120711233,-1.0037832644999214,0.4261269763692884,-0.55059738448384,0,0,0,0,0,0,1,0,1,1,1
0.8351632602538268,2.9501263708828254,-0.9829508029776052,1.1190679423744767,-4.016993175155158,-0.5446325755798448,1,0,0,0,0,0,1,0,1,0,1
-0.04312065596147426,1.2159611395613672,-1.0986116662974093,-1.1286568649042978,-0.800725128701617,-0.5537240988286761,0,0,0,0,0,0,1,0,1,0,1
0.8351632602538268,0.5966164140894181,-0.4860374642702992,1.1190679423744767,-0.9667378299082378,-0.5055726979181985,1,0,0,0,1,0,0,0,1,0,1
1.7134471764691277,-0.6420730368544805,-1.5900173448466293,1.410439676651355,0.6407880881859078,-0.5923510468118066,1,1,1,0,1,0,0,0,1,0,0
1.7134471764691277,-0.3943351466657008,-1.3280975062176552,0.7652594078954109,0.3356713378913221,-0.3784958114494129,0,0,1,0,0,0,1,1,0,1,1
-0.9214045721767753,-0.3324006741185059,1.4367478931414683,-0.7748483304252316,0.3618198585941963,-0.3544321368185773,0,0,0,0,0,0,0,0,1,0,0
