Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Gender_encoded,Product_importance_encoded,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,iqr_filtered_class
-0.10572580142598628,-1.4194733078210093,0.9797275069298078,-1.301957524252269,0.8467754863679547,0.12715668009257103,0,1,0,0,0,1,0,0,1,0,0
-0.9554182055352116,-0.7107425798766771,0.15052436608539407,-1.301957524252269,0.8467754863679547,0.317125367998777,1,1,0,1,0,0,0,0,0,1,0
-0.9554182055352116,1.4154496039563198,-1.1762006592656677,0.7205100556800282,-1.1265443809819906,0.42444534103669856,0,1,0,0,0,1,0,0,0,1,0
-0.10572580142598628,-0.7107425798766771,0.15052436608539407,-1.301957524252269,1.974386839139352,-0.5272484428570541,0,0,0,0,0,1,0,0,0,1,1
-0.10572580142598628,0.7067188760119876,-1.2591209733501092,1.731743845646177,0.8467754863679547,1.1510138941325123,1,1,0,0,0,0,1,0,0,1,0
0.743966602683239,-0.0020118519323447577,0.2749048372120561,1.731743845646177,-1.1265443809819906,-1.225445049057785,1,1,0,0,1,0,0,0,0,1,0
-0.9554182055352116,-0.0020118519323447577,0.751696643197594,-0.2907237342861204,0.8467754863679547,0.6421691943837463,1,0,0,1,0,0,0,0,0,1,0
0.743966602683239,-0.0020118519323447577,-0.09823657616793004,0.7205100556800282,0.282969809982256,-0.787530216546726,0,1,0,0,0,1,0,0,0,1,1
1.5936590067924643,1.4154496039563198,0.5443958579864906,-0.2907237342861204,-0.5627387045962919,0.7815618030421961,1,0,0,0,0,0,1,0,0,1,1
-0.10572580142598628,0.7067188760119876,0.6065860935498216,-0.2907237342861204,1.128678324560804,-0.3853887083816405,1,0,1,0,0,0,0,0,0,1,1
-0.10572580142598628,-1.4194733078210093,-0.5128381465901369,-0.2907237342861204,-0.2808358664034426,0.11173714373654782,1,1,0,0,0,0,1,1,0,0,0
-0.10572580142598628,0.7067188760119876,0.31636499425427683,1.731743845646177,0.282969809982256,-1.3790236311637762,0,1,1,0,0,0,0,0,0,1,1
-0.9554182055352116,0.7067188760119876,0.751696643197594,-0.2907237342861204,-0.8446415427891413,-0.9750317786359681,0,0,0,0,0,1,0,1,0,0,1
-0.9554182055352116,-0.0020118519323447577,0.8760771143242561,-0.2907237342861204,0.5648726481751054,0.07287991211936933,1,1,1,0,0,0,0,0,0,1,0
-0.10572580142598628,-0.7107425798766771,-1.4456916800401023,1.731743845646177,-0.8446415427891413,1.1442292981358622,0,0,1,0,0,0,0,0,0,1,1
0.743966602683239,1.4154496039563198,-0.09823657616793004,-1.301957524252269,-0.8446415427891413,0.24434515639834745,0,0,0,0,0,1,0,0,0,1,0
-0.9554182055352116,0.7067188760119876,-1.010360031096785,-1.301957524252269,0.5648726481751054,0.2024040175099643,0,1,0,0,0,0,1,0,0,1,1
0.743966602683239,0.7067188760119876,-1.487151837082323,-1.301957524252269,0.282969809982256,0.8568091404595894,1,2,0,0,0,0,1,1,0,0,0
-0.9554182055352116,1.4154496039563198,-0.20188696877348175,-1.301957524252269,-1.40844721917484,0.11173714373654782,1,0,1,0,0,0,0,0,1,0,0
0.743966602683239,-1.4194733078210093,0.8553470358031457,-0.2907237342861204,0.001066971789406706,1.0874854043456967,0,1,0,0,0,0,1,0,0,1,0
2.44335141090169,1.4154496039563198,1.6223599410842284,1.731743845646177,-0.2808358664034426,-1.2457988370477358,1,0,0,0,0,1,0,0,0,1,1
-0.9554182055352116,-0.7107425798766771,-0.20188696877348175,0.7205100556800282,0.282969809982256,0.5033933671795374,1,1,0,0,1,0,0,0,0,1,0
1.5936590067924643,1.4154496039563198,-1.9846737215889712,-1.301957524252269,0.001066971789406706,-1.372855816621367,0,0,0,0,0,1,0,1,0,0,1
-0.10572580142598628,-0.0020118519323447577,-1.1347405022234471,1.731743845646177,-0.5627387045962919,0.4404816588469627,1,0,0,0,1,0,0,0,0,1,1
0.743966602683239,1.4154496039563198,0.6065860935498216,-1.301957524252269,0.8467754863679547,0.44233200320968546,1,0,0,1,0,0,0,0,0,1,1
-0.9554182055352116,-1.4194733078210093,0.2541747586909458,-0.2907237342861204,-1.1265443809819906,0.5422505987967159,1,2,0,1,0,0,0,0,0,1,1
-0.10572580142598628,-0.0020118519323447577,-0.9688998740545645,-0.2907237342861204,-1.40844721917484,0.4127264934061209,0,1,0,0,0,0,1,1,0,0,1
-0.9554182055352116,-0.0020118519323447577,0.08833413052206304,-1.301957524252269,0.8467754863679547,-1.1612997778167287,1,1,0,0,0,1,0,0,1,0,1
-0.9554182055352116,-1.4194733078210093,-1.5700721511667644,1.731743845646177,0.5648726481751054,-1.6053824248701971,0,1,0,0,0,1,0,0,0,1,1
0.743966602683239,-0.0020118519323447577,-0.5128381465901369,1.731743845646177,0.282969809982256,0.5656882940578711,1,0,0,0,0,0,1,0,0,1,0
-0.9554182055352116,0.7067188760119876,-1.6322623867300954,-0.2907237342861204,1.4105811627536533,-1.364220876261994,1,0,1,0,0,0,0,1,0,0,1
-0.9554182055352116,-0.7107425798766771,-0.761599088843461,-1.301957524252269,0.8467754863679547,0.429379592670626,1,2,0,0,0,0,1,0,0,1,0
-0.10572580142598628,0.7067188760119876,0.689506407634263,-1.301957524252269,0.8467754863679547,0.705080902716321,1,1,1,0,0,0,0,0,0,1,0
-0.9554182055352116,-0.7107425798766771,0.6480462505920422,-0.2907237342861204,0.282969809982256,0.10433576628565668,0,1,0,0,0,1,0,0,0,1,0
-0.10572580142598628,-0.0020118519323447577,-0.6994088532801299,-0.2907237342861204,0.282969809982256,1.0893357487084194,1,0,0,0,1,0,0,0,1,0,0
-0.9554182055352116,-1.4194733078210093,-0.20188696877348175,-0.2907237342861204,-0.5627387045962919,0.4114929304976391,1,1,0,0,0,0,1,0,0,1,1
1.5936590067924643,-1.4194733078210093,1.3114087632675733,1.731743845646177,-1.1265443809819906,-1.7034506760945047,0,0,0,0,0,0,1,0,1,0,1
-0.9554182055352116,0.7067188760119876,1.1455681350986906,-0.2907237342861204,0.8467754863679547,0.7285185979774763,1,1,0,0,0,0,1,0,0,1,1
-0.10572580142598628,0.7067188760119876,0.7931568002398147,-0.2907237342861204,0.282969809982256,-0.9096529444864297,0,1,1,0,0,0,0,1,0,0,1
-0.10572580142598628,-1.4194733078210093,0.42001538685982853,-0.2907237342861204,-1.1265443809819906,0.20363758041844615,1,0,0,1,0,0,0,0,0,1,0
0.743966602683239,-1.4194733078210093,-0.4921080680690265,-1.301957524252269,0.8467754863679547,0.7858792732218827,1,0,0,0,0,0,1,0,0,1,0
0.743966602683239,-0.7107425798766771,1.2077583706620216,1.731743845646177,0.5648726481751054,-1.6251194314059068,1,0,1,0,0,0,0,0,1,0,0
0.743966602683239,-0.0020118519323447577,-1.3005811303923298,-1.301957524252269,0.5648726481751054,0.49167451954895974,1,0,0,0,0,1,0,1,0,0,0
-0.9554182055352116,-0.7107425798766771,-0.761599088843461,-0.2907237342861204,-0.2808358664034426,1.2268780130041466,0,0,0,0,1,0,0,0,0,1,0
-0.9554182055352116,-0.0020118519323447577,-0.7408690103223506,-0.2907237342861204,1.6924840009465028,-1.2655358435834454,1,2,0,0,0,1,0,1,0,0,1
2.44335141090169,0.7067188760119876,1.8918509618586627,0.7205100556800282,0.001066971789406706,-1.2821889428479505,0,1,0,0,1,0,0,0,0,1,0
0.743966602683239,-1.4194733078210093,0.8553470358031457,1.731743845646177,0.8467754863679547,-1.7244212455386962,1,1,0,0,1,0,0,0,0,1,1
0.743966602683239,-0.7107425798766771,0.08833413052206304,-0.2907237342861204,-0.5627387045962919,0.8703783324528899,1,0,0,1,0,0,0,0,0,1,1
0.743966602683239,-1.4194733078210093,0.4614755439020492,1.731743845646177,-0.8446415427891413,-1.389508915885872,0,1,0,1,0,0,0,0,0,1,0
-0.10572580142598628,-0.0020118519323447577,0.08833413052206304,-1.301957524252269,0.001066971789406706,0.28505273237824874,1,1,0,1,0,0,0,0,0,1,1
0.743966602683239,1.4154496039563198,-0.6164885391956886,-0.2907237342861204,-1.1265443809819906,1.1399118279561755,0,0,0,1,0,0,0,0,1,0,0
-0.9554182055352116,-0.0020118519323447577,-1.072550266660116,-0.2907237342861204,0.282969809982256,-1.2649190621292046,1,1,0,0,0,0,1,0,0,1,1
1.5936590067924643,-0.0020118519323447577,1.3321388417886837,0.7205100556800282,-0.8446415427891413,-1.8002853644103305,0,2,0,0,1,0,0,0,0,1,0
1.5936590067924643,1.4154496039563198,0.689506407634263,0.7205100556800282,0.282969809982256,-1.536302901995213,1,1,0,0,0,0,1,0,1,0,1
-0.9554182055352116,0.7067188760119876,-0.8445194029279024,-0.2907237342861204,0.5648726481751054,1.2503157082653018,0,0,1,0,0,0,0,0,0,1,0
-0.10572580142598628,-1.4194733078210093,1.788200569253111,1.731743845646177,0.001066971789406706,-1.803986053135776,1,1,0,1,0,0,0,0,0,1,0
-0.9554182055352116,0.7067188760119876,-1.4249616015189919,0.7205100556800282,-0.5627387045962919,1.1405286094104166,1,2,0,0,0,0,1,0,0,1,0
-0.10572580142598628,-0.7107425798766771,-0.45064791102680585,0.7205100556800282,-1.1265443809819906,0.9567277360466199,0,1,0,0,0,0,1,0,0,1,0
0.743966602683239,0.7067188760119876,0.19198452312761477,1.731743845646177,-1.1265443809819906,-1.3808739755264992,0,0,0,1,0,0,0,0,0,1,0
-0.9554182055352116,-0.7107425798766771,0.2749048372120561,-0.2907237342861204,-0.2808358664034426,0.1327077131807394,1,2,0,0,1,0,0,1,0,0,1
-0.10572580142598628,-0.7107425798766771,-0.45064791102680585,-0.2907237342861204,-0.8446415427891413,0.5983777111326404,0,1,0,1,0,0,0,1,0,0,0
0.743966602683239,-1.4194733078210093,0.5651259365076009,-0.2907237342861204,0.5648726481751054,0.8352217895611569,1,2,0,0,0,1,0,0,0,1,1
1.5936590067924643,1.4154496039563198,0.8553470358031457,0.7205100556800282,0.8467754863679547,-1.699133205914818,0,0,0,0,0,0,1,0,0,1,0
-0.10572580142598628,-0.0020118519323447577,-0.45064791102680585,0.7205100556800282,-1.1265443809819906,-1.3087105453803105,0,0,1,0,0,0,0,0,0,1,0
1.5936590067924643,-1.4194733078210093,1.2077583706620216,0.7205100556800282,-1.1265443809819906,-1.8095370862239444,0,0,0,0,0,0,1,1,0,0,0
-0.10572580142598628,-1.4194733078210093,0.2541747586909458,1.731743845646177,0.8467754863679547,-1.493744981652589,1,0,0,0,0,0,1,0,1,0,0
-0.10572580142598628,-1.4194733078210093,-1.4249616015189919,-0.2907237342861204,0.5648726481751054,0.7248179092520307,1,0,0,0,0,1,0,1,0,0,0
1.5936590067924643,0.7067188760119876,1.8711208833375526,0.7205100556800282,-1.1265443809819906,-1.3586698431738256,0,0,0,0,0,0,1,0,0,1,0
-0.9554182055352116,1.4154496039563198,-0.16042681173126105,-1.301957524252269,-0.5627387045962919,0.0790477266617786,0,0,0,0,0,1,0,0,0,1,0
-1.805110609644437,-0.7107425798766771,-0.16042681173126105,1.731743845646177,0.282969809982256,0.7716932997743413,0,0,0,0,0,0,1,0,0,1,0
-0.9554182055352116,-1.4194733078210093,-0.5750283821534679,-1.301957524252269,-1.40844721917484,0.6797928630924429,0,0,0,0,1,0,0,0,0,1,1
-1.805110609644437,0.7067188760119876,0.6480462505920422,-1.301957524252269,1.128678324560804,0.886414650263154,0,1,1,0,0,0,0,0,0,1,0
-0.10572580142598628,-0.7107425798766771,-0.3055373613790335,-0.2907237342861204,0.282969809982256,0.8574259219138304,1,0,1,0,0,0,0,0,0,1,0
-0.9554182055352116,1.4154496039563198,-1.549342072645654,-1.301957524252269,0.282969809982256,0.9770815240365704,1,1,0,1,0,0,0,0,1,0,0
0.743966602683239,1.4154496039563198,-0.6164885391956886,-1.301957524252269,0.8467754863679547,0.4299963741248669,1,1,0,0,0,1,0,0,1,0,1
-0.10572580142598628,0.7067188760119876,-0.8030592458856817,-0.2907237342861204,0.001066971789406706,0.3997740828670614,0,0,0,0,0,0,1,1,0,0,1
0.743966602683239,0.7067188760119876,-0.16042681173126105,0.7205100556800282,-0.8446415427891413,-0.12140624596652315,0,0,1,0,0,0,0,0,0,1,1
1.5936590067924643,1.4154496039563198,1.7467404122108905,0.7205100556800282,-0.8446415427891413,-1.8150881193121127,1,0,0,0,0,1,0,0,0,1,1
0.743966602683239,0.7067188760119876,-0.3884576754634748,-1.301957524252269,-0.5627387045962919,-0.5204638468604039,1,0,0,0,0,0,1,0,1,0,1
1.5936590067924643,-0.0020118519323447577,0.689506407634263,0.7205100556800282,0.282969809982256,-1.4345339620454598,1,1,0,0,0,0,1,0,0,1,1
0.743966602683239,-1.4194733078210093,1.1870282921409112,1.731743845646177,-0.5627387045962919,-1.6029152990532334,1,0,1,0,0,0,0,1,0,0,0
-0.9554182055352116,-1.4194733078210093,-0.09823657616793004,-1.301957524252269,-1.1265443809819906,0.5570533536984982,0,0,0,0,1,0,0,0,0,1,0
-0.9554182055352116,0.7067188760119876,-0.7201389318012403,-1.301957524252269,-0.2808358664034426,-1.6109334579583654,1,1,0,1,0,0,0,1,0,0,0
0.743966602683239,-1.4194733078210093,0.4614755439020492,-0.2907237342861204,1.128678324560804,-1.606615987778679,0,1,0,0,1,0,0,0,0,1,1
0.743966602683239,0.7067188760119876,1.0211876639720285,-1.301957524252269,-0.2808358664034426,0.3966901755958568,0,1,0,0,0,0,1,0,1,0,0
-0.10572580142598628,-1.4194733078210093,-1.0310901096178955,0.7205100556800282,-0.8446415427891413,0.8426231670120481,1,1,0,0,0,0,1,0,0,1,1
-0.9554182055352116,-0.0020118519323447577,0.7309665646764837,1.731743845646177,0.8467754863679547,-1.3568194988111029,0,1,0,1,0,0,0,0,0,1,0
-1.805110609644437,-0.7107425798766771,-1.0518201881390057,-0.2907237342861204,-0.2808358664034426,1.1935718144751364,1,0,1,0,0,0,0,0,1,0,0
0.743966602683239,-1.4194733078210093,-0.5957584606745783,-0.2907237342861204,0.282969809982256,0.5570533536984982,0,1,0,0,0,1,0,0,0,1,1
-0.9554182055352116,0.7067188760119876,-0.07750649764681969,-0.2907237342861204,1.128678324560804,0.27518422911039386,1,0,0,1,0,0,0,0,0,1,1
0.743966602683239,0.7067188760119876,-0.26407720433681275,-0.2907237342861204,-0.2808358664034426,0.73098572379444,0,0,0,0,0,0,1,0,0,1,0
0.743966602683239,-0.7107425798766771,0.7931568002398147,1.731743845646177,1.128678324560804,-1.4703072863914337,0,0,0,0,0,0,1,1,0,0,0
1.5936590067924643,-1.4194733078210093,1.9125810403797732,0.7205100556800282,-0.5627387045962919,-1.5437042794461042,0,0,0,0,0,0,1,0,0,1,1
